iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
CYP,Europe,Cyprus,03/01/2020,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,04/01/2020,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,05/01/2020,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,15.1,11.03,11.03,12.201626
CYP,Europe,Cyprus,06/01/2020,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,07/01/2020,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,08/01/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,09/01/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,10/01/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,11/01/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,12/01/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,23.2,8.12,5.44,18.74687
CYP,Europe,Cyprus,13/01/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,14/01/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,15/01/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,16/01/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,17/01/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,18/01/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,19/01/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,39.9,9.3,11.65,32.241383
CYP,Europe,Cyprus,20/01/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,21/01/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,22/01/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,23/01/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,24/01/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,25/01/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,26/01/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,45,7.75,3.36,36.36246
CYP,Europe,Cyprus,27/01/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,28/01/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,29/01/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,30/01/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,31/01/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,01/02/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,02/02/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,58.1,7.92,8.57,46.947975
CYP,Europe,Cyprus,03/02/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,04/02/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,05/02/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,06/02/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,07/02/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,08/02/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,09/02/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,43.399998,4.84,-8.98,35.069572
CYP,Europe,Cyprus,10/02/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,11/02/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,12/02/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,13/02/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,14/02/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,15/02/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,16/02/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,13.299997,1.28,-20.89,10.747126
CYP,Europe,Cyprus,17/02/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,18/02/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,19/02/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,20/02/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,21/02/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,22/02/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,23/02/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,21.799997,1.85,6.23,17.61559
CYP,Europe,Cyprus,24/02/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,25/02/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,26/02/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,27/02/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,28/02/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,29/02/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,01/03/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,22.899998,1.73,0.78,18.50445
CYP,Europe,Cyprus,02/03/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,03/03/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,04/03/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,05/03/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,06/03/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,07/03/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,08/03/2020,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,10.799997,0.74,-9.23,8.726989
CYP,Europe,Cyprus,09/03/2020,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,10/03/2020,2,2,0.286,,0,0,2.232,2.232,0.319,,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,11/03/2020,2,0,0.286,,0,0,2.232,0,0.319,,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,12/03/2020,6,4,0.857,,0,0,6.696,4.464,0.957,,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,13/03/2020,6,0,0.857,,0,0,6.696,0,0.957,,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,14/03/2020,14,8,2,,0,0,15.625,8.929,2.232,,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,15/03/2020,21,7,3,,0,0,23.437,7.812,3.348,,0,0,,0,0,0,0,,,7,7.737,,,,,,,,,,,,,,,,,,,,,,,896007,11.299997,0.71,0.39,9.131016
CYP,Europe,Cyprus,16/03/2020,30,9,4.286,,0,0,33.482,10.045,4.783,,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,17/03/2020,40,10,5.429,,0,0,44.643,11.161,6.059,,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,18/03/2020,40,0,5.429,,0,0,44.643,0,6.059,,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,19/03/2020,58,18,7.429,,0,0,64.732,20.089,8.291,,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,20/03/2020,58,0,7.429,,0,0,64.732,0,8.291,,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,21/03/2020,67,9,7.571,,0,0,74.776,10.045,8.45,,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,22/03/2020,84,17,9,,0,0,93.749,18.973,10.045,,0,0,,0,0,0,0,6,6.632,18,19.896,,,,,,,,,,,,,,,,,,,,,,,896007,21.399998,1.25,7.84,17.292368
CYP,Europe,Cyprus,23/03/2020,95,11,9.286,,0,0,106.026,12.277,10.363,,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,24/03/2020,116,21,10.857,,0,0,129.463,23.437,12.117,,0,0,,4,4.464,24,26.786,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,25/03/2020,124,8,12,3,3,0.429,138.392,8.929,13.393,3.348,3.348,0.478,1.18,5,5.58,23,25.669,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,26/03/2020,132,8,10.571,3,0,0.429,147.32,8.929,11.798,3.348,0,0.478,1.18,6,6.696,21,23.437,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,27/03/2020,146,14,12.571,3,0,0.429,162.945,15.625,14.031,3.348,0,0.478,1.19,8,8.929,29,32.366,,,,,,,,,,,,,,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,28/03/2020,162,16,13.571,5,2,0.714,180.802,17.857,15.147,5.58,2.232,0.797,1.21,11,12.277,34,37.946,,,,,5917,,6.604,,,,,,tests performed,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,29/03/2020,179,17,13.571,5,0,0.714,199.775,18.973,15.147,5.58,0,0.797,1.23,9,10.045,33,36.83,14,15.475,51,56.372,6447,530,7.195,0.592,,,,,tests performed,,,,,,,,,,,,,,896007,41.299995,2.26,16.71,33.372654
CYP,Europe,Cyprus,30/03/2020,214,35,17,6,1,0.857,238.837,39.062,18.973,6.696,1.116,0.957,1.24,10,11.161,34,37.946,,,,,6847,400,7.642,0.446,,,,,tests performed,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,31/03/2020,230,16,16.286,7,1,1,256.694,17.857,18.176,7.812,1.116,1.116,1.24,11,12.277,40,44.643,,,,,7397,550,8.256,0.614,,,,,tests performed,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,01/04/2020,262,32,19.714,8,1,0.714,292.408,35.714,22.002,8.929,1.116,0.797,1.25,11,12.277,54,60.267,,,,,8176,779,9.125,0.869,,,,,tests performed,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,02/04/2020,320,58,26.857,9,1,0.857,357.14,64.732,29.974,10.045,1.116,0.957,1.24,9,10.045,51,56.919,,,,,8779,603,9.798,0.673,,,,,tests performed,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,03/04/2020,356,36,30,9,0,0.857,397.318,40.178,33.482,10.045,0,0.957,1.22,12,13.393,55,61.383,,,,,9447,668,10.543,0.746,,,,,tests performed,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,04/04/2020,396,40,33.429,9,0,0.571,441.961,44.643,37.308,10.045,0,0.638,1.18,11,12.277,56,62.5,,,,,10145,698,11.322,0.779,604,0.674,0.0553,18.1,tests performed,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,05/04/2020,426,30,35.286,9,0,0.571,475.443,33.482,39.381,10.045,0,0.638,1.15,11,12.277,55,61.383,11,12.159,46,50.845,10937,792,12.206,0.884,641,0.715,0.055,18.2,tests performed,,,,,,,,,,,,,,896007,47.399994,2.43,4.85,38.30179
CYP,Europe,Cyprus,06/04/2020,446,20,33.143,9,0,0.429,497.764,22.321,36.99,10.045,0,0.478,1.11,11,12.277,48,53.571,,,,,11655,718,13.008,0.801,687,0.767,0.0482,20.7,tests performed,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,07/04/2020,465,19,33.571,9,0,0.286,518.969,21.205,37.468,10.045,0,0.319,1.08,13,14.509,51,56.919,,,,,13008,1353,14.518,1.51,802,0.895,0.0419,23.9,tests performed,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,08/04/2020,494,29,33.143,9,0,0.143,551.335,32.366,36.99,10.045,0,0.159,1.06,14,15.625,45,50.223,,,,,14264,1256,15.92,1.402,870,0.971,0.0381,26.2,tests performed,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,09/04/2020,526,32,29.429,9,0,0,587.049,35.714,32.844,10.045,0,0,1.03,12,13.393,51,56.919,,,,,15480,1216,17.277,1.357,957,1.068,0.0308,32.5,tests performed,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,10/04/2020,564,38,29.714,10,1,0.143,629.459,42.41,33.163,11.161,1.116,0.159,1.01,12,13.393,50,55.803,,,,,16299,819,18.191,0.914,979,1.093,0.0304,32.9,tests performed,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,11/04/2020,595,31,28.429,10,0,0.143,664.057,34.598,31.728,11.161,0,0.159,0.98,12,13.393,45,50.223,,,,,17110,811,19.096,0.905,995,1.11,0.0286,35,tests performed,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,12/04/2020,616,21,27.143,10,0,0.143,687.495,23.437,30.293,11.161,0,0.159,0.95,13,14.509,42,46.875,8,8.843,21,23.212,17914,804,19.993,0.897,997,1.113,0.0272,36.7,tests performed,,,,,,,,,,,,,,896007,39.699993,1.91,-6.49,32.079765
CYP,Europe,Cyprus,13/04/2020,633,17,26.714,11,1,0.286,706.468,18.973,29.815,12.277,1.116,0.319,0.92,13,14.509,39,43.526,,,,,18805,891,20.988,0.994,1021,1.14,0.0262,38.2,tests performed,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,14/04/2020,662,29,28.143,12,1,0.429,738.834,32.366,31.409,13.393,1.116,0.478,0.89,12,13.393,40,44.643,,,,,20508,1703,22.888,1.901,1071,1.195,0.0263,38.1,tests performed,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,15/04/2020,695,33,28.714,12,0,0.429,775.664,36.83,32.047,13.393,0,0.478,0.86,12,13.393,40,44.643,,,,,22820,2312,25.469,2.58,1222,1.364,0.0235,42.6,tests performed,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,16/04/2020,715,20,27,12,0,0.429,797.985,22.321,30.134,13.393,0,0.478,0.83,12,13.393,36,40.178,,,,,25725,2905,28.711,3.242,1464,1.634,0.0184,54.2,tests performed,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,17/04/2020,735,20,24.429,12,0,0.286,820.306,22.321,27.264,13.393,0,0.319,0.8,13,14.509,40,44.643,,,,,28966,3241,32.328,3.617,1810,2.02,0.0135,74.1,tests performed,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,18/04/2020,735,0,20,12,0,0.286,820.306,0,22.321,13.393,0,0.319,0.77,13,14.509,36,40.178,,,,,32175,3209,35.909,3.581,2152,2.402,0.0093,107.6,tests performed,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,19/04/2020,761,26,20.714,12,0,0.286,849.324,29.018,23.118,13.393,0,0.319,0.75,12,13.393,36,40.178,3,3.316,12,13.264,33978,1803,37.922,2.012,2295,2.561,0.009,110.8,tests performed,,,,,,,,,,,,,,896007,41.399994,1.89,1.41,33.45346
CYP,Europe,Cyprus,20/04/2020,767,6,19.143,12,0,0.143,856.02,6.696,21.365,13.393,0,0.159,0.72,13,14.509,33,36.83,,,,,35647,1669,39.784,1.863,2406,2.685,0.008,125.7,tests performed,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,21/04/2020,772,5,15.714,12,0,0,861.6,5.58,17.538,13.393,0,0,0.7,12,13.393,36,40.178,,,,,36972,1325,41.263,1.479,2352,2.625,0.0067,149.7,tests performed,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,22/04/2020,784,12,12.714,12,0,0,874.993,13.393,14.19,13.393,0,0,0.69,11,12.277,34,37.946,,,,,38413,1441,42.871,1.608,2228,2.487,0.0057,175.2,tests performed,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,23/04/2020,790,6,10.714,14,2,0.286,881.69,6.696,11.958,15.625,2.232,0.319,0.68,10,11.161,31,34.598,,,,,40735,2322,45.463,2.591,2144,2.393,0.005,200.1,tests performed,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,24/04/2020,795,5,8.571,14,0,0.286,887.27,5.58,9.566,15.625,0,0.319,0.67,9,10.045,32,35.714,,,,,43433,2698,48.474,3.011,2067,2.307,0.0041,241.2,tests performed,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,25/04/2020,804,9,9.857,14,0,0.286,897.314,10.045,11.001,15.625,0,0.319,0.67,9,10.045,33,36.83,,,,,45900,2467,51.227,2.753,1961,2.189,0.005,198.9,tests performed,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,26/04/2020,810,6,7,14,0,0.286,904.011,6.696,7.812,15.625,0,0.319,0.67,9,10.045,30,33.482,2,2.211,6,6.632,48315,2415,53.923,2.695,2048,2.286,0.0034,292.6,tests performed,,,,,,,,,,,,,,896007,34.499992,1.49,-5.57,27.87788
CYP,Europe,Cyprus,27/04/2020,817,7,7.143,14,0,0.286,911.823,7.812,7.972,15.625,0,0.319,0.67,7,7.812,29,32.366,,,,,50111,1796,55.927,2.004,2066,2.306,0.0035,289.2,tests performed,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,28/04/2020,822,5,7.143,15,1,0.429,917.404,5.58,7.972,16.741,1.116,0.478,0.67,6,6.696,26,29.018,,,,,53110,2999,59.274,3.347,2305,2.573,0.0031,322.7,tests performed,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,29/04/2020,837,15,7.571,15,0,0.429,934.144,16.741,8.45,16.741,0,0.478,0.67,6,6.696,27,30.134,,,,,55546,2436,61.993,2.719,2448,2.732,0.0031,323.3,tests performed,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,30/04/2020,843,6,7.571,15,0,0.143,940.841,6.696,8.45,16.741,0,0.159,0.67,6,6.696,25,27.902,,,,,58000,2454,64.732,2.739,2466,2.752,0.0031,325.7,tests performed,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,01/05/2020,850,7,7.857,15,0,0.143,948.653,7.812,8.769,16.741,0,0.159,0.67,6,6.696,24,26.786,,,,,60427,2427,67.44,2.709,2428,2.71,0.0032,309,tests performed,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,02/05/2020,857,7,7.571,15,0,0.143,956.466,7.812,8.45,16.741,0,0.159,0.66,6,6.696,24,26.786,,,,,62158,1731,69.372,1.932,2323,2.593,0.0033,306.8,tests performed,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,03/05/2020,864,7,7.714,15,0,0.143,964.278,7.812,8.61,16.741,0,0.159,0.66,6,6.696,23,25.669,1,1.105,6,6.632,64126,1968,71.569,2.196,2259,2.521,0.0034,292.8,tests performed,,,,,,,,,,,,,,896007,34.199993,1.4,-0.25,27.635466
CYP,Europe,Cyprus,04/05/2020,872,8,7.857,15,0,0.143,973.207,8.929,8.769,16.741,0,0.159,0.65,6,6.696,22,24.553,,,,,65616,1490,73.232,1.663,2215,2.472,0.0035,281.9,tests performed,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,05/05/2020,874,2,7.429,15,0,0,975.439,2.232,8.291,16.741,0,0,0.65,5,5.58,24,26.786,,,,,66866,1250,74.627,1.395,1965,2.193,0.0038,264.5,tests performed,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,06/05/2020,878,4,5.857,15,0,0,979.903,4.464,6.537,16.741,0,0,0.64,5,5.58,23,25.669,,,,,68928,2062,76.928,2.301,1912,2.134,0.0031,326.4,tests performed,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,07/05/2020,883,5,5.714,15,0,0,985.483,5.58,6.378,16.741,0,0,0.64,5,5.58,19,21.205,,,,,70702,1774,78.908,1.98,1815,2.026,0.0031,317.6,tests performed,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,08/05/2020,889,6,5.571,15,0,0,992.18,6.696,6.218,16.741,0,0,0.64,5,5.58,19,21.205,,,,,72659,1957,81.092,2.184,1747,1.95,0.0032,313.6,tests performed,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,09/05/2020,891,2,4.857,15,0,0,994.412,2.232,5.421,16.741,0,0,0.64,5,5.58,19,21.205,,,,,74637,1978,83.3,2.208,1783,1.99,0.0027,367.1,tests performed,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,10/05/2020,892,1,4,15,0,0,995.528,1.116,4.464,16.741,0,0,0.64,4,4.464,20,22.321,1,1.105,6,6.632,76030,1393,84.854,1.555,1701,1.898,0.0024,425.2,tests performed,,,,,,,,,,,,,,896007,36.099995,1.42,1.74,29.17077
CYP,Europe,Cyprus,11/05/2020,898,6,3.714,16,1,0.143,1002.224,6.696,4.145,17.857,1.116,0.159,0.65,4,4.464,22,24.553,,,,,77076,1046,86.022,1.167,1637,1.827,0.0023,440.8,tests performed,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,12/05/2020,901,3,3.857,16,0,0.143,1005.573,3.348,4.305,17.857,0,0.159,0.65,4,4.464,15,16.741,,,,,78229,1153,87.308,1.287,1623,1.811,0.0024,420.8,tests performed,,,,,,,,,,,,,,896007,,,,
CYP,Europe,Cyprus,13/05/2020,903,2,3.571,16,0,0.143,1007.805,2.232,3.986,17.857,0,0.159,0.66,3,3.348,12,13.393,,,,,80175,1946,89.48,2.172,1607,1.794,0.0022,450,tests performed,,,,,,,,,,,,,,896007,,,,
